expense_id,employee_id,department,job_level,category,amount,currency,expense_date,day_of_week,weekend,submission_hour,travel_distance_km,city,country,receipt_uploaded,manager_approved,claim_delay_days,is_anomaly
EXP18181,EMP048,Operations,Senior,FUEL,293.64,MAD,2026-06-06,SATURDAY,1,10,54,Agadir,Morocco,1,1,5,0
EXP18182,EMP026,HR,Junior,MEAL,109.28,MAD,2026-06-27,SATURDAY,1,14,0,Casablanca,Morocco,1,1,5,0
EXP18183,EMP067,Sales,Junior,TRAVEL,429.81,MAD,2026-01-05,MONDAY,0,12,171,Agadir,Morocco,1,1,7,0
EXP18184,EMP079,Marketing,Junior,CLIENT_MEETING,273.92,MAD,2026-05-16,SATURDAY,1,12,0,Casablanca,Morocco,1,1,6,0
EXP18185,EMP065,Operations,Junior,HOTEL,817.78,MAD,2026-05-16,SATURDAY,1,19,150,Rabat,Morocco,0,1,4,0
EXP18186,EMP006,IT,Senior,OTHER,176.25,MAD,2026-01-16,FRIDAY,0,9,0,Agadir,Morocco,1,1,4,0
EXP18187,EMP048,Sales,Senior,TRAINING,277.33,MAD,2026-06-25,THURSDAY,0,17,0,Rabat,Morocco,1,1,2,0
EXP18188,EMP020,Operations,Junior,OFFICE_SUPPLIES,247.75,MAD,2026-05-19,TUESDAY,0,17,0,Casablanca,Morocco,1,1,3,0
EXP18189,EMP041,Operations,Director,CLIENT_MEETING,283.31,MAD,2026-03-25,WEDNESDAY,0,12,0,Marrakech,Morocco,1,1,1,0
EXP18190,EMP086,Finance,Senior,TRAINING,267.04,MAD,2026-03-25,WEDNESDAY,0,16,0,Marrakech,Morocco,1,1,3,0
EXP18191,EMP040,Operations,Director,MEAL,147.06,MAD,2026-02-10,TUESDAY,0,12,0,Marrakech,Morocco,1,1,7,0
EXP18192,EMP044,HR,Senior,TRAVEL,408.22,MAD,2026-01-18,SUNDAY,1,17,179,Fès,Morocco,1,1,7,0
EXP18193,EMP018,Sales,Manager,FUEL,2567.14,MAD,2026-04-11,SATURDAY,1,23,0,Rabat,Morocco,0,0,31,1
EXP18194,EMP115,Sales,Senior,FUEL,291.02,MAD,2026-05-05,TUESDAY,0,8,283,Tanger,Morocco,1,1,7,0
EXP18195,EMP018,Sales,Junior,TRAVEL,435.51,MAD,2026-04-13,MONDAY,0,17,73,Marrakech,Morocco,1,1,6,0
EXP18196,EMP097,IT,Senior,MEAL,220.1,MAD,2026-04-05,SUNDAY,1,11,0,Fès,Morocco,0,1,3,0
EXP18197,EMP109,Marketing,Manager,TRAVEL,388.34,MAD,2026-04-28,TUESDAY,0,15,0,Tanger,Morocco,0,1,5,0
EXP18198,EMP072,IT,Senior,TRAVEL,427.6,MAD,2026-01-16,FRIDAY,0,14,10,Tanger,Morocco,1,1,3,0
EXP18199,EMP049,Sales,Senior,MEAL,121.61,MAD,2026-06-12,FRIDAY,0,15,0,Agadir,Morocco,1,1,1,0
EXP18200,EMP138,Marketing,Director,FUEL,282.17,MAD,2026-01-02,FRIDAY,0,11,128,Fès,Morocco,1,1,2,0
EXP18201,EMP015,IT,Junior,TRAINING,245.29,MAD,2026-03-06,FRIDAY,0,13,0,Fès,Morocco,1,1,5,0
EXP18202,EMP133,IT,Director,TRAVEL,460.81,MAD,2026-06-12,FRIDAY,0,10,169,Rabat,Morocco,1,1,5,0
EXP18203,EMP120,Sales,Junior,FUEL,326.03,MAD,2026-05-22,FRIDAY,0,14,93,Marrakech,Morocco,0,1,4,0
EXP18204,EMP097,HR,Manager,FUEL,319.78,MAD,2026-03-06,FRIDAY,0,10,26,Agadir,Morocco,1,1,3,0
EXP18205,EMP024,Marketing,Senior,TRAVEL,458.21,MAD,2026-04-18,SATURDAY,1,16,132,Marrakech,Morocco,1,1,7,0
EXP18206,EMP038,Sales,Senior,MEAL,1932.74,MAD,2026-06-30,TUESDAY,0,23,0,Agadir,Morocco,0,0,31,1
EXP18207,EMP070,Operations,Director,CLIENT_MEETING,246.88,MAD,2026-01-27,TUESDAY,0,9,0,Agadir,Morocco,1,1,2,0
EXP18208,EMP016,Operations,Manager,MEAL,160.31,MAD,2026-04-04,SATURDAY,1,19,0,Rabat,Morocco,1,1,2,0
EXP18209,EMP018,Sales,Junior,MEAL,1838.18,MAD,2026-05-24,SUNDAY,1,3,0,Tanger,Morocco,0,0,47,1
EXP18210,EMP142,Finance,Junior,FUEL,320.11,MAD,2026-02-28,SATURDAY,1,11,140,Rabat,Morocco,1,1,4,0
EXP18211,EMP149,HR,Junior,CLIENT_MEETING,226.52,MAD,2026-06-10,WEDNESDAY,0,19,0,Rabat,Morocco,1,1,1,0
EXP18212,EMP029,Operations,Manager,OTHER,236.12,MAD,2026-03-25,WEDNESDAY,0,12,0,Rabat,Morocco,1,1,7,0
EXP18213,EMP090,Finance,Junior,TRAVEL,408.02,MAD,2026-04-14,TUESDAY,0,8,248,Tanger,Morocco,1,1,1,0
EXP18214,EMP005,Marketing,Manager,FUEL,296.8,MAD,2026-02-15,SUNDAY,1,15,36,Casablanca,Morocco,1,1,7,0
EXP18215,EMP037,Finance,Senior,OTHER,206.87,MAD,2026-02-03,TUESDAY,0,18,0,Fès,Morocco,1,1,7,0
EXP18216,EMP058,Finance,Junior,OTHER,221.12,MAD,2026-03-17,TUESDAY,0,8,0,Rabat,Morocco,0,1,1,0
EXP18217,EMP032,Marketing,Senior,CLIENT_MEETING,206.51,MAD,2026-04-16,THURSDAY,0,17,0,Fès,Morocco,1,0,7,0
EXP18218,EMP046,Sales,Director,FUEL,327.48,MAD,2026-01-31,SATURDAY,1,14,200,Fès,Morocco,1,0,7,0
EXP18219,EMP080,IT,Junior,MEAL,119.85,MAD,2026-06-06,SATURDAY,1,10,0,Fès,Morocco,1,1,4,0
EXP18220,EMP072,Marketing,Manager,OFFICE_SUPPLIES,270.32,MAD,2026-05-23,SATURDAY,1,14,0,Rabat,Morocco,1,1,7,0
EXP18221,EMP076,Marketing,Junior,OTHER,254.52,MAD,2026-05-09,SATURDAY,1,12,0,Tanger,Morocco,1,1,6,0
EXP18222,EMP105,Sales,Manager,MEAL,147.69,MAD,2026-06-27,SATURDAY,1,12,0,Casablanca,Morocco,1,1,2,0
EXP18223,EMP021,HR,Director,TRAINING,200.34,MAD,2026-04-12,SUNDAY,1,11,0,Fès,Morocco,1,1,3,0
EXP18224,EMP065,Operations,Director,OFFICE_SUPPLIES,254.07,MAD,2026-03-15,SUNDAY,1,10,0,Fès,Morocco,1,1,2,0
EXP18225,EMP084,Operations,Manager,MEAL,166.0,MAD,2026-02-12,THURSDAY,0,11,0,Rabat,Morocco,1,1,4,0
EXP18226,EMP013,Sales,Senior,MEAL,177.78,MAD,2026-06-19,FRIDAY,0,18,0,Fès,Morocco,1,1,1,0
EXP18227,EMP093,Sales,Manager,CLIENT_MEETING,206.08,MAD,2026-05-19,TUESDAY,0,10,0,Casablanca,Morocco,1,1,2,0
EXP18228,EMP065,Finance,Manager,TRAVEL,389.26,MAD,2026-03-21,SATURDAY,1,14,159,Marrakech,Morocco,1,1,7,0
EXP18229,EMP037,Finance,Junior,TRAVEL,438.38,MAD,2026-04-27,MONDAY,0,18,34,Casablanca,Morocco,1,1,4,0
EXP18230,EMP047,Sales,Manager,HOTEL,883.58,MAD,2026-03-05,THURSDAY,0,19,18,Casablanca,Morocco,1,1,1,0
EXP18231,EMP134,Finance,Director,TRAVEL,395.32,MAD,2026-04-04,SATURDAY,1,9,85,Casablanca,Morocco,1,1,3,0
EXP18232,EMP090,IT,Senior,MEAL,99.27,MAD,2026-06-01,MONDAY,0,10,0,Agadir,Morocco,1,1,7,0
EXP18233,EMP116,Marketing,Junior,MEAL,180.13,MAD,2026-06-20,SATURDAY,1,11,0,Tanger,Morocco,1,1,5,0
EXP18234,EMP005,Marketing,Junior,MEAL,148.57,MAD,2026-03-14,SATURDAY,1,16,0,Marrakech,Morocco,1,1,6,0
EXP18235,EMP070,Marketing,Manager,FUEL,263.05,MAD,2026-05-17,SUNDAY,1,14,138,Casablanca,Morocco,1,1,1,0
EXP18236,EMP027,Operations,Senior,TRAINING,240.57,MAD,2026-06-12,FRIDAY,0,18,0,Fès,Morocco,1,1,1,0
EXP18237,EMP128,Marketing,Manager,MEAL,100.18,MAD,2026-06-05,FRIDAY,0,14,0,Tanger,Morocco,1,1,5,0
EXP18238,EMP089,Finance,Senior,MEAL,179.86,MAD,2026-01-26,MONDAY,0,9,0,Tanger,Morocco,1,0,3,0
EXP18239,EMP059,Operations,Senior,MEAL,82.76,MAD,2026-06-15,MONDAY,0,8,0,Casablanca,Morocco,0,1,7,0
EXP18240,EMP071,Finance,Director,TRAVEL,441.42,MAD,2026-01-16,FRIDAY,0,13,270,Casablanca,Morocco,1,1,7,0
EXP18241,EMP113,Operations,Manager,MEAL,159.31,MAD,2026-02-22,SUNDAY,1,17,0,Fès,Morocco,1,1,1,0
EXP18242,EMP066,Marketing,Senior,OFFICE_SUPPLIES,200.76,MAD,2026-06-11,THURSDAY,0,11,0,Tanger,Morocco,1,1,3,0
EXP18243,EMP030,Marketing,Director,FUEL,286.98,MAD,2026-06-14,SUNDAY,1,16,112,Rabat,Morocco,1,1,7,0
EXP18244,EMP136,HR,Manager,FUEL,282.78,MAD,2026-03-03,TUESDAY,0,12,37,Rabat,Morocco,1,1,5,0
EXP18245,EMP126,Sales,Director,TRAVEL,365.57,MAD,2026-04-02,THURSDAY,0,18,209,Fès,Morocco,1,1,3,0
EXP18246,EMP054,Marketing,Junior,MEAL,155.46,MAD,2026-04-05,SUNDAY,1,10,0,Fès,Morocco,1,1,4,0
EXP18247,EMP102,Finance,Director,CLIENT_MEETING,308.93,MAD,2026-04-10,FRIDAY,0,13,0,Casablanca,Morocco,0,1,5,0
EXP18248,EMP050,Marketing,Director,HOTEL,818.78,MAD,2026-03-10,TUESDAY,0,17,184,Fès,Morocco,1,1,2,0
EXP18249,EMP108,Finance,Manager,MEAL,2891.15,MAD,2026-03-10,TUESDAY,0,23,0,Marrakech,Morocco,0,0,32,1
EXP18250,EMP049,Sales,Junior,OFFICE_SUPPLIES,251.67,MAD,2026-06-30,TUESDAY,0,8,0,Marrakech,Morocco,1,1,5,0
EXP18251,EMP050,IT,Senior,OTHER,301.28,MAD,2026-05-03,SUNDAY,1,15,0,Tanger,Morocco,1,0,4,0
EXP18252,EMP070,Marketing,Senior,HOTEL,835.97,MAD,2026-03-22,SUNDAY,1,13,165,Agadir,Morocco,1,1,4,0
EXP18253,EMP133,Sales,Junior,OTHER,260.74,MAD,2026-06-17,WEDNESDAY,0,13,0,Casablanca,Morocco,1,1,3,0
EXP18254,EMP145,Finance,Junior,TRAVEL,337.3,MAD,2026-01-05,MONDAY,0,11,249,Agadir,Morocco,1,1,7,0
EXP18255,EMP112,Finance,Manager,HOTEL,849.31,MAD,2026-01-27,TUESDAY,0,16,240,Rabat,Morocco,1,1,7,0
EXP18256,EMP010,IT,Director,HOTEL,779.73,MAD,2026-04-21,TUESDAY,0,10,270,Tanger,Morocco,1,1,5,0
EXP18257,EMP085,HR,Senior,MEAL,184.74,MAD,2026-02-24,TUESDAY,0,9,0,Agadir,Morocco,1,1,7,0
EXP18258,EMP027,Sales,Junior,TRAINING,290.88,MAD,2026-03-01,SUNDAY,1,13,0,Agadir,Morocco,1,1,4,0
EXP18259,EMP024,Sales,Junior,TRAVEL,397.5,MAD,2026-02-01,SUNDAY,1,10,227,Tanger,Morocco,1,1,6,0
EXP18260,EMP043,HR,Director,MEAL,121.51,MAD,2026-01-22,THURSDAY,0,10,0,Fès,Morocco,1,1,1,0
EXP18261,EMP035,Finance,Director,HOTEL,844.67,MAD,2026-05-23,SATURDAY,1,9,270,Agadir,Morocco,1,1,5,0
EXP18262,EMP138,Operations,Senior,MEAL,130.85,MAD,2026-01-14,WEDNESDAY,0,14,0,Rabat,Morocco,1,1,6,0
EXP18263,EMP024,Marketing,Junior,MEAL,88.0,MAD,2026-06-25,THURSDAY,0,12,0,Agadir,Morocco,1,1,6,0
EXP18264,EMP062,Sales,Director,CLIENT_MEETING,263.18,MAD,2026-05-22,FRIDAY,0,14,0,Rabat,Morocco,1,0,7,0
EXP18265,EMP009,HR,Manager,CLIENT_MEETING,255.76,MAD,2026-04-21,TUESDAY,0,13,0,Agadir,Morocco,1,1,2,0
EXP18266,EMP065,HR,Senior,MEAL,196.02,MAD,2026-01-03,SATURDAY,1,8,0,Fès,Morocco,1,1,3,0
EXP18267,EMP057,Finance,Director,MEAL,75.26,MAD,2026-01-19,MONDAY,0,13,0,Agadir,Morocco,1,1,7,0
EXP18268,EMP037,Operations,Director,HOTEL,821.47,MAD,2026-04-14,TUESDAY,0,15,161,Casablanca,Morocco,1,1,6,0
EXP18269,EMP080,Finance,Manager,OFFICE_SUPPLIES,278.97,MAD,2026-01-24,SATURDAY,1,11,0,Marrakech,Morocco,1,1,2,0
EXP18270,EMP126,HR,Director,MEAL,208.07,MAD,2026-02-11,WEDNESDAY,0,12,0,Fès,Morocco,1,1,6,0
EXP18271,EMP141,Finance,Manager,MEAL,184.24,MAD,2026-03-21,SATURDAY,1,11,0,Tanger,Morocco,1,0,5,0
EXP18272,EMP084,Sales,Manager,MEAL,175.35,MAD,2026-04-20,MONDAY,0,14,0,Marrakech,Morocco,1,1,2,0
EXP18273,EMP134,Sales,Junior,MEAL,111.16,MAD,2026-05-01,FRIDAY,0,13,0,Agadir,Morocco,1,1,7,0
EXP18274,EMP007,Sales,Junior,HOTEL,913.14,MAD,2026-02-15,SUNDAY,1,12,18,Agadir,Morocco,1,1,4,0
EXP18275,EMP085,IT,Manager,HOTEL,876.12,MAD,2026-05-03,SUNDAY,1,12,12,Rabat,Morocco,1,1,4,0
EXP18276,EMP074,Operations,Manager,MEAL,173.6,MAD,2026-06-14,SUNDAY,1,12,0,Rabat,Morocco,1,1,3,0
EXP18277,EMP043,HR,Junior,HOTEL,830.97,MAD,2026-04-24,FRIDAY,0,12,212,Marrakech,Morocco,1,0,3,0
EXP18278,EMP013,Sales,Manager,MEAL,182.79,MAD,2026-04-25,SATURDAY,1,18,0,Casablanca,Morocco,1,1,7,0
EXP18279,EMP071,IT,Manager,MEAL,116.12,MAD,2026-03-23,MONDAY,0,18,0,Casablanca,Morocco,1,1,2,0
EXP18280,EMP121,Sales,Senior,FUEL,1938.23,MAD,2026-01-15,THURSDAY,0,3,0,Agadir,Morocco,0,0,52,1
EXP18281,EMP054,Marketing,Manager,FUEL,306.22,MAD,2026-05-28,THURSDAY,0,16,66,Tanger,Morocco,1,1,3,0
EXP18282,EMP074,Sales,Manager,HOTEL,838.1,MAD,2026-06-14,SUNDAY,1,16,286,Agadir,Morocco,1,1,1,0
EXP18283,EMP144,Marketing,Director,CLIENT_MEETING,286.81,MAD,2026-04-07,TUESDAY,0,8,0,Rabat,Morocco,1,1,7,0
EXP18284,EMP088,Sales,Manager,MEAL,141.51,MAD,2026-02-20,FRIDAY,0,8,0,Casablanca,Morocco,1,0,7,0
EXP18285,EMP011,Operations,Senior,HOTEL,812.54,MAD,2026-01-09,FRIDAY,0,12,230,Marrakech,Morocco,1,1,6,0
EXP18286,EMP074,Marketing,Manager,MEAL,78.52,MAD,2026-04-30,THURSDAY,0,12,0,Rabat,Morocco,1,1,7,0
EXP18287,EMP041,IT,Junior,TRAINING,3391.97,MAD,2026-04-13,MONDAY,0,23,0,Agadir,Morocco,0,0,26,1
EXP18288,EMP104,Sales,Senior,HOTEL,875.03,MAD,2026-02-06,FRIDAY,0,19,131,Rabat,Morocco,1,0,6,0
EXP18289,EMP030,HR,Manager,HOTEL,810.06,MAD,2026-06-30,TUESDAY,0,15,132,Casablanca,Morocco,1,1,4,0
EXP18290,EMP077,Operations,Director,HOTEL,743.36,MAD,2026-02-11,WEDNESDAY,0,13,42,Casablanca,Morocco,1,1,5,0
EXP18291,EMP029,Finance,Junior,MEAL,139.47,MAD,2026-05-02,SATURDAY,1,16,0,Casablanca,Morocco,1,1,5,0
EXP18292,EMP097,Marketing,Director,FUEL,277.05,MAD,2026-05-02,SATURDAY,1,14,291,Marrakech,Morocco,1,1,5,0
EXP18293,EMP142,Finance,Senior,MEAL,136.76,MAD,2026-05-07,THURSDAY,0,9,0,Marrakech,Morocco,1,1,7,0
EXP18294,EMP048,HR,Senior,FUEL,282.59,MAD,2026-06-16,TUESDAY,0,10,89,Casablanca,Morocco,1,1,7,0
EXP18295,EMP059,HR,Manager,HOTEL,5126.08,MAD,2026-06-03,WEDNESDAY,0,23,1,Agadir,Morocco,0,0,57,1
EXP18296,EMP130,Finance,Manager,FUEL,326.46,MAD,2026-05-05,TUESDAY,0,16,195,Tanger,Morocco,1,1,3,0
EXP18297,EMP074,Operations,Junior,TRAVEL,388.25,MAD,2026-01-05,MONDAY,0,16,210,Rabat,Morocco,1,0,7,0
EXP18298,EMP041,Sales,Director,HOTEL,867.64,MAD,2026-01-25,SUNDAY,1,8,168,Agadir,Morocco,1,1,4,0
EXP18299,EMP055,Sales,Director,HOTEL,856.4,MAD,2026-01-07,WEDNESDAY,0,11,279,Casablanca,Morocco,1,1,4,0
EXP18300,EMP065,Marketing,Senior,TRAVEL,423.64,MAD,2026-03-22,SUNDAY,1,8,170,Casablanca,Morocco,1,1,4,0
EXP18301,EMP082,HR,Director,HOTEL,775.85,MAD,2026-04-15,WEDNESDAY,0,14,2,Casablanca,Morocco,1,1,1,0
EXP18302,EMP121,HR,Senior,TRAVEL,392.55,MAD,2026-04-13,MONDAY,0,9,288,Agadir,Morocco,1,1,5,0
EXP18303,EMP006,HR,Senior,MEAL,189.03,MAD,2026-05-08,FRIDAY,0,8,0,Rabat,Morocco,1,1,5,0
EXP18304,EMP076,Finance,Manager,MEAL,195.07,MAD,2026-02-15,SUNDAY,1,16,0,Agadir,Morocco,1,1,1,0
EXP18305,EMP001,Marketing,Junior,OFFICE_SUPPLIES,265.76,MAD,2026-04-13,MONDAY,0,13,0,Tanger,Morocco,1,1,2,0
EXP18306,EMP122,Finance,Director,CLIENT_MEETING,290.69,MAD,2026-04-28,TUESDAY,0,15,0,Casablanca,Morocco,1,1,7,0
EXP18307,EMP121,Marketing,Junior,MEAL,65.48,MAD,2026-06-11,THURSDAY,0,8,0,Rabat,Morocco,0,1,6,0
EXP18308,EMP053,Sales,Junior,OTHER,240.78,MAD,2026-04-15,WEDNESDAY,0,16,0,Fès,Morocco,1,1,7,0
EXP18309,EMP096,Sales,Manager,TRAVEL,276.78,MAD,2026-02-17,TUESDAY,0,9,102,Tanger,Morocco,1,1,5,0
EXP18310,EMP055,HR,Junior,MEAL,123.38,MAD,2026-04-16,THURSDAY,0,14,0,Marrakech,Morocco,1,1,1,0
EXP18311,EMP100,HR,Junior,OTHER,251.66,MAD,2026-06-12,FRIDAY,0,12,0,Tanger,Morocco,1,1,3,0
EXP18312,EMP145,HR,Director,TRAVEL,406.99,MAD,2026-01-31,SATURDAY,1,18,261,Casablanca,Morocco,1,1,5,0
EXP18313,EMP068,Sales,Junior,MEAL,163.32,MAD,2026-02-27,FRIDAY,0,11,0,Tanger,Morocco,1,1,7,0
EXP18314,EMP013,IT,Manager,MEAL,148.52,MAD,2026-03-26,THURSDAY,0,15,0,Casablanca,Morocco,1,1,3,0
EXP18315,EMP127,HR,Manager,FUEL,299.15,MAD,2026-03-18,WEDNESDAY,0,8,73,Marrakech,Morocco,1,1,6,0
EXP18316,EMP145,IT,Senior,TRAVEL,428.99,MAD,2026-06-20,SATURDAY,1,17,230,Agadir,Morocco,1,1,4,0
EXP18317,EMP069,Finance,Senior,FUEL,265.61,MAD,2026-05-17,SUNDAY,1,9,182,Tanger,Morocco,1,1,1,0
EXP18318,EMP098,Sales,Director,TRAVEL,406.42,MAD,2026-02-26,THURSDAY,0,17,92,Agadir,Morocco,0,1,4,0
EXP18319,EMP136,Marketing,Manager,TRAINING,265.83,MAD,2026-05-11,MONDAY,0,19,0,Marrakech,Morocco,1,1,7,0
EXP18320,EMP063,IT,Director,MEAL,125.64,MAD,2026-03-10,TUESDAY,0,14,0,Marrakech,Morocco,1,1,3,0
EXP18321,EMP023,IT,Manager,TRAVEL,387.48,MAD,2026-03-06,FRIDAY,0,14,192,Fès,Morocco,1,1,2,0
EXP18322,EMP002,IT,Manager,OTHER,310.45,MAD,2026-04-05,SUNDAY,1,13,0,Casablanca,Morocco,1,1,4,0
EXP18323,EMP011,IT,Director,HOTEL,854.53,MAD,2026-03-13,FRIDAY,0,8,138,Rabat,Morocco,1,1,1,0
EXP18324,EMP129,Marketing,Manager,MEAL,251.82,MAD,2026-04-03,FRIDAY,0,17,0,Marrakech,Morocco,1,1,7,0
EXP18325,EMP005,Finance,Senior,MEAL,151.59,MAD,2026-01-24,SATURDAY,1,8,0,Rabat,Morocco,1,1,4,0
EXP18326,EMP049,Marketing,Senior,MEAL,181.23,MAD,2026-05-06,WEDNESDAY,0,14,0,Tanger,Morocco,1,0,4,0
EXP18327,EMP086,Operations,Director,MEAL,92.86,MAD,2026-03-09,MONDAY,0,8,0,Agadir,Morocco,1,1,2,0
EXP18328,EMP111,Sales,Junior,FUEL,225.65,MAD,2026-02-06,FRIDAY,0,16,43,Rabat,Morocco,1,0,7,0
EXP18329,EMP062,Finance,Junior,OFFICE_SUPPLIES,3223.2,MAD,2026-05-08,FRIDAY,0,23,0,Fès,Morocco,0,0,39,1
EXP18330,EMP052,Sales,Junior,HOTEL,810.8,MAD,2026-01-26,MONDAY,0,16,246,Tanger,Morocco,1,1,5,0
EXP18331,EMP070,Finance,Manager,TRAVEL,387.6,MAD,2026-04-20,MONDAY,0,12,222,Fès,Morocco,1,1,6,0
EXP18332,EMP043,Finance,Senior,TRAINING,285.6,MAD,2026-06-03,WEDNESDAY,0,15,0,Rabat,Morocco,1,1,1,0
EXP18333,EMP141,Finance,Director,HOTEL,869.73,MAD,2026-02-18,WEDNESDAY,0,10,286,Agadir,Morocco,1,1,7,0
EXP18334,EMP004,HR,Senior,MEAL,98.93,MAD,2026-04-17,FRIDAY,0,14,0,Casablanca,Morocco,1,1,3,0
EXP18335,EMP108,Marketing,Manager,MEAL,143.26,MAD,2026-04-24,FRIDAY,0,12,0,Rabat,Morocco,1,1,4,0
EXP18336,EMP010,Marketing,Director,FUEL,289.21,MAD,2026-06-26,FRIDAY,0,15,72,Fès,Morocco,1,1,1,0
EXP18337,EMP143,Finance,Manager,OFFICE_SUPPLIES,233.15,MAD,2026-05-17,SUNDAY,1,16,0,Casablanca,Morocco,1,1,2,0
EXP18338,EMP146,Marketing,Manager,FUEL,326.51,MAD,2026-01-17,SATURDAY,1,11,70,Tanger,Morocco,1,1,3,0
EXP18339,EMP068,IT,Director,MEAL,184.76,MAD,2026-05-20,WEDNESDAY,0,12,0,Casablanca,Morocco,1,1,2,0
EXP18340,EMP142,HR,Junior,MEAL,161.02,MAD,2026-02-01,SUNDAY,1,19,0,Casablanca,Morocco,1,1,6,0
EXP18341,EMP042,Sales,Director,OTHER,271.03,MAD,2026-02-11,WEDNESDAY,0,15,0,Agadir,Morocco,1,1,7,0
EXP18342,EMP145,Sales,Senior,FUEL,326.29,MAD,2026-02-01,SUNDAY,1,18,261,Agadir,Morocco,1,1,1,0
EXP18343,EMP041,HR,Manager,FUEL,348.3,MAD,2026-05-13,WEDNESDAY,0,19,136,Casablanca,Morocco,1,1,7,0
EXP18344,EMP039,Finance,Senior,TRAVEL,337.08,MAD,2026-04-06,MONDAY,0,14,89,Fès,Morocco,1,1,3,0
EXP18345,EMP109,IT,Manager,OTHER,256.09,MAD,2026-04-26,SUNDAY,1,15,0,Agadir,Morocco,1,1,6,0
EXP18346,EMP147,Sales,Junior,FUEL,336.04,MAD,2026-01-22,THURSDAY,0,12,157,Casablanca,Morocco,1,1,2,0
EXP18347,EMP140,Sales,Junior,CLIENT_MEETING,268.68,MAD,2026-02-12,THURSDAY,0,11,0,Casablanca,Morocco,1,0,5,0
EXP18348,EMP045,IT,Director,TRAVEL,339.74,MAD,2026-03-12,THURSDAY,0,9,121,Fès,Morocco,1,1,3,0
EXP18349,EMP034,HR,Senior,FUEL,359.08,MAD,2026-04-09,THURSDAY,0,15,121,Tanger,Morocco,1,1,2,0
EXP18350,EMP127,Marketing,Senior,TRAVEL,365.82,MAD,2026-03-27,FRIDAY,0,11,204,Tanger,Morocco,1,1,7,0
EXP18351,EMP121,Finance,Junior,MEAL,151.43,MAD,2026-02-11,WEDNESDAY,0,8,0,Marrakech,Morocco,1,1,7,0
EXP18352,EMP076,Sales,Senior,FUEL,279.69,MAD,2026-06-13,SATURDAY,1,17,57,Casablanca,Morocco,1,1,3,0
EXP18353,EMP009,Operations,Junior,MEAL,207.99,MAD,2026-03-13,FRIDAY,0,13,0,Fès,Morocco,1,1,4,0
EXP18354,EMP025,IT,Junior,MEAL,216.37,MAD,2026-04-07,TUESDAY,0,10,0,Marrakech,Morocco,1,1,2,0
EXP18355,EMP079,Sales,Senior,TRAVEL,389.49,MAD,2026-01-20,TUESDAY,0,13,34,Casablanca,Morocco,1,1,2,0
EXP18356,EMP059,Operations,Junior,HOTEL,918.46,MAD,2026-06-19,FRIDAY,0,13,20,Tanger,Morocco,1,1,7,0
EXP18357,EMP083,Marketing,Manager,OFFICE_SUPPLIES,231.32,MAD,2026-01-19,MONDAY,0,9,0,Fès,Morocco,1,0,6,0
EXP18358,EMP096,IT,Director,TRAVEL,436.48,MAD,2026-04-06,MONDAY,0,14,121,Rabat,Morocco,1,1,4,0
EXP18359,EMP068,Sales,Senior,HOTEL,771.19,MAD,2026-02-17,TUESDAY,0,12,24,Casablanca,Morocco,1,1,1,0
EXP18360,EMP132,Finance,Junior,CLIENT_MEETING,208.95,MAD,2026-03-16,MONDAY,0,11,0,Casablanca,Morocco,1,1,2,0
EXP18361,EMP040,Finance,Senior,MEAL,152.5,MAD,2026-04-15,WEDNESDAY,0,19,0,Casablanca,Morocco,1,1,5,0
EXP18362,EMP115,IT,Director,TRAVEL,393.77,MAD,2026-02-10,TUESDAY,0,9,127,Tanger,Morocco,1,1,4,0
EXP18363,EMP105,HR,Senior,FUEL,293.02,MAD,2026-01-24,SATURDAY,1,18,294,Agadir,Morocco,0,0,1,0
EXP18364,EMP066,IT,Manager,MEAL,124.1,MAD,2026-03-09,MONDAY,0,16,0,Rabat,Morocco,0,1,7,0
EXP18365,EMP089,Marketing,Director,FUEL,290.61,MAD,2026-05-17,SUNDAY,1,12,58,Tanger,Morocco,1,1,2,0
EXP18366,EMP076,HR,Senior,OFFICE_SUPPLIES,189.06,MAD,2026-05-06,WEDNESDAY,0,15,0,Tanger,Morocco,1,1,2,0
EXP18367,EMP064,IT,Director,CLIENT_MEETING,228.85,MAD,2026-01-31,SATURDAY,1,16,0,Marrakech,Morocco,1,1,1,0
EXP18368,EMP065,Operations,Junior,HOTEL,916.51,MAD,2026-05-18,MONDAY,0,13,119,Marrakech,Morocco,1,1,2,0
EXP18369,EMP022,Operations,Manager,FUEL,317.65,MAD,2026-02-24,TUESDAY,0,10,273,Rabat,Morocco,1,1,4,0
EXP18370,EMP075,Operations,Director,OFFICE_SUPPLIES,224.83,MAD,2026-05-19,TUESDAY,0,15,0,Agadir,Morocco,1,1,3,0
EXP18371,EMP044,Operations,Manager,TRAINING,250.7,MAD,2026-04-19,SUNDAY,1,9,0,Tanger,Morocco,1,1,1,0
EXP18372,EMP116,HR,Director,FUEL,332.26,MAD,2026-04-13,MONDAY,0,16,218,Marrakech,Morocco,1,1,6,0
EXP18373,EMP032,HR,Senior,MEAL,112.26,MAD,2026-03-08,SUNDAY,1,17,0,Casablanca,Morocco,1,1,6,0
EXP18374,EMP012,HR,Director,OTHER,352.48,MAD,2026-06-15,MONDAY,0,19,0,Agadir,Morocco,1,1,5,0
